id,name,position,total_points
4240861,Dalton Keene,TE,3.1
2979590,Jesse James,TE,31.9
3124537,KeeSean Johnson,WR,24.8
3059722,Zay Jones,WR,29.56
2514206,Blake Bell,TE,16.7
4035019,Javon Wims,WR,14.0
16143,Josh Hill,TE,14.6
2573300,Jay Ajayi,RB,0.0
14135,Anthony Sherman,RB,7.8
4248504,Isaiah Coulter,WR,0.0
4408988,Malik Taylor,WR,16.0
2980073,Jeremy Sprinkle,TE,1.1
4038815,Rico Dowdle,RB,2.4
4240689,Jake Fromm,QB,0.0
9761,Delanie Walker,TE,0.0
3121409,Noah Brown,WR,22.8
17051,Albert Wilson,WR,0.0
4036163,Kelvin Harmon,WR,0.0
2977800,Alex Erickson,WR,16.6
2511973,Eric Tomlinson,TE,0.0
2576399,Nick Vannett,TE,22.5
3115255,Brandon Powell,WR,23.6
2565969,Taylor Heinicke,QB,11.68
2974317,Andy Janovich,RB,2.7
3123944,Qadree Ollison,RB,0.3
3843945,Foster Moreau,TE,29.5
3048897,Pharoh Cooper,WR,9.8
4329472,Nick Keizer,TE,7.3
13987,Blaine Gabbert,QB,15.32
4037591,Joe Reed,WR,8.9
3917940,Hakeem Butler,WR,0.0
3126246,Dontrell Hilliard,RB,5.5
3045169,Tim Boyle,QB,-0.9
3916204,James Proche II,WR,1.9
4039057,Lil'Jordan Humphrey,WR,12.1
3135726,Jon Brown,K,3.0
3040206,Chris Streveler,QB,7.7
4040623,Austin Mack,WR,12.6
3917569,Ja'Marcus Bradley,WR,8.5
3126002,Christian Blake,WR,20.6
1440,Phil Dawson,K,0.0
3044720,Joshua Dobbs,QB,2.08
4333,Matt Bryant,K,0.0
16724,Blake Bortles,QB,0.0
3120588,Darrius Shepherd,WR,5.1
3115349,Jakob Johnson,RB,13.5
16730,Kelvin Benjamin,WR,0.0
4040790,Jason Huntley,RB,2.4
16886,Martavis Bryant,WR,0.0
4212884,Alex Armah,RB,5.2
2515270,Michael Burton,RB,6.6
2574630,Jeff Driskel,QB,30.08
2969896,Max McCaffrey,WR,0.0
8544,Darren Sproles,RB,0.0
3040470,Cethan Carter,RB,7.8
12563,Michael Crabtree,WR,0.0
3915097,Antonio Callaway,WR,3.0
3085107,Jake Kumerow,WR,8.7
17463,Diontae Spencer,WR,12.0
2982828,Tajae Sharpe,WR,0.0
3929645,Juwan Johnson,WR,5.9
3040137,Derrick Willies,WR,0.0
3921690,Josh Oliver,TE,0.0
5615,Matt Schaub,QB,-0.4
3059766,Deon Yelder,TE,7.1
17177,Allen Hurns,WR,0.0
16810,AJ McCarron,QB,0.8
3115913,Geronimo Allison,WR,0.0
13197,Sam Bradford,QB,0.0
13216,Demaryius Thomas,WR,0.0
4242540,Isaiah Hodgins,WR,0.0
2970726,Maxx Williams,TE,20.2
16318,Demetrius Harris,TE,8.0
17315,Keith Smith,RB,12.1
16486,Brett Maher,K,0.0
2575965,Elijhaa Penny,RB,4.5
3051889,Laquon Treadwell,WR,19.9
3843217,Chandler Cox,RB,1.9
3118954,Jaeden Graham,TE,4.0
3916566,K.J. Osborn,WR,0.0
3123074,Tyre Brady,WR,0.0
3139456,Cameron Batson,WR,24.0
3914151,Josiah Deguara,TE,1.7
11387,Matthew Slater,WR,0.0
3975763,Greg Joseph,K,0.0
4241940,Javon Leake,RB,0.0
4035611,Gabe Nabers,RB,17.7
3115365,Trey Quinn,WR,0.0
17437,Taylor Gabriel,WR,0.0
3916209,Xavier Jones,RB,0.0
2980460,Gehrig Dieter,WR,1.5
4038220,Cole McDonald,QB,0.0
2517017,Sean Mannion,QB,0.0
3051869,Quincy Adeboyejo,WR,0.0
16787,Marqise Lee,WR,0.0
3115252,Will Grier,QB,0.0
3052413,Matthew McCrane,K,0.0
4611153,Taylor Russolino,K,0.0
3930298,Noah Togiai,TE,0.0
3918003,Brycen Hopkins,TE,0.0
14885,Doug Martin,RB,0.0
3933327,Kahale Warring,TE,5.0
2580216,DeAndre Carter,WR,-0.7
3122716,Buddy Howell,RB,7.2
4036275,Sean McKeon,TE,0.0
3929924,Zach Gentry,TE,0.0
2973626,C.J. Board,WR,15.9
3002265,Dwayne Washington,RB,1.5
16791,Donte Moncrief,WR,2.4
2576854,Stephen Anderson,TE,14.6
15980,Levine Toilolo,TE,7.1
3917558,Brandon Wright,K,1.0
2508256,MyCole Pruitt,TE,25.4
14851,Terrelle Pryor Sr.,WR,0.0
4055171,Anthony Gordon,QB,0.0
15245,Giorgio Tavecchio,K,0.0
2978308,Jaydon Mickens,WR,9.3
9592,Vernon Davis,TE,0.0
3916564,Tyree Jackson,QB,0.0
3052166,Darrell Daniels,TE,19.2
4039505,Reggie Gilliam,RB,8.6
16976,Chandler Catanzaro,K,0.0
4243318,Hunter Bryant,TE,4.9
2531358,Chris Manhertz,TE,8.2
2577189,Brett Hundley,QB,0.0
17402,Seth Roberts,WR,5.1
3042749,Logan Woodside,QB,1.28
3042429,Wendell Smallwood,RB,0.0
14099,Luke Stocker,TE,9.8
15994,Theo Riddick,RB,8.2
15918,Caleb Sturgis,K,0.0
3122154,Khari Blasingame,RB,5.9
3127051,Devlin Hodges,QB,0.0
4294520,Brandon Zylstra,WR,5.1
14879,Brock Osweiler,QB,0.0
3916927,Will Hastings,WR,0.0
3915772,Jared Pinkney,TE,0.0
5557,Ben Watson,TE,0.0
3045264,Troy Fumagalli,TE,18.0
3119317,Nsimba Webster,WR,-2.0
4040732,Raymond Calais,RB,0.0
14215,Lee Smith,TE,17.5
4242557,Colby Parkinson,TE,2.6
8644,Matt Cassel,QB,0.0
3123857,Austin Walter,RB,3.5
3929785,Nick Westbrook-Ikhine,WR,4.8
2971830,JoJo Natson,WR,0.3
4034964,Tyrie Cleveland,WR,9.3
4036149,Nate Stanley,QB,0.0
3916721,LeVante Bellamy,RB,2.1
3122168,Trent Sherfield,WR,7.5
3052056,River Cracraft,WR,7.1
14167,Taiwan Jones,RB,0.0
15921,Kenjon Barner,RB,0.0
4042808,Artavis Pierce,RB,9.4
3886598,Jauan Jennings,WR,0.0
3929637,Dan Chisena,WR,0.0
17421,Senorise Perry,RB,0.9
17133,Isaiah Crowell,RB,0.0
3843603,Jazz Ferguson,WR,0.0
4042112,Adrian Killins Jr.,RB,-0.5
14085,Virgil Green,TE,12.5
4038533,Darius Anderson,RB,0.0
4046715,Trishton Jackson,WR,0.0
4329471,J.J. Jones,WR,0.0
3116384,Carson Meier,TE,0.0
3043225,Steven Mitchell Jr.,WR,8.5
3155188,Vyncint Smith,WR,1.8
4035006,Elijah Holyfield,RB,0.0
2974503,Reggie Begelton,WR,0.0
3120590,Easton Stick,QB,-0.04
15284,Bradley Sowell,TE,0.0
3046399,Marcus Kemp,WR,1.6
3115928,Malik Turner,WR,0.0
3116158,Jason Cabinda,RB,1.8
14083,Bruce Miller,RB,0.7
4035379,Jordan Thomas,TE,6.8
3917546,Penny Hart,WR,2.7
3046704,Geoff Swaim,TE,18.8
2974339,Austin Carr,WR,10.2
3087801,Nick Fitzgerald,QB,0.0
3053732,Jordan Chunn,RB,0.0
14332,Patrick DiMarco,RB,0.0
15653,Jamize Olawale,RB,0.0
14471,Nick Bellore,RB,1.9
2970090,Trey Edmunds,RB,0.0
15062,Travis Benjamin,WR,0.0
3054845,Robert Foster,WR,4.7
2519013,Daniel Brown,TE,4.1
4054085,Dezmon Patmon,WR,0.0
2576019,Josh Doctson,WR,0.0
3138760,Ventell Bryant,WR,0.0
3914395,James Morgan,QB,0.0
3116188,David Blough,QB,1.76
3129302,DeShone Kizer,QB,0.0
16040,C.J. Anderson,RB,0.0
13272,Ed Dickson,TE,0.0
3122799,Jonathan Hilliman,RB,0.0
14878,Brandon Weeden,QB,0.0
3042494,Elijah McGuire,RB,0.0
2576581,Chris Moore,WR,0.0
16781,Paul Richardson Jr.,WR,0.0
2978124,D.J. Foster,RB,1.4
3933064,John Ursua,WR,0.0
2972331,Mason Schreck,TE,0.0
3728254,Deon Cain,WR,0.0
4061956,Ashton Dulin,WR,7.9
14129,Bilal Powell,RB,0.0
4240626,Jeff Thomas,WR,0.0
16945,De'Anthony Thomas,WR,0.0
3052143,Khalfani Muhammad,RB,0.0
3915174,Terry Godwin,WR,5.0
2576395,Devin Smith,WR,0.0
16795,Austin Seferian-Jenkins,TE,0.0
2972515,Cooper Rush,QB,0.0
3116132,Garrett Dickerson,TE,0.0
16140,Ryan Griffin,QB,0.0
13587,Chris Ivory,RB,0.0
2580330,Temarrick Hemingway,TE,1.5
3791110,Tommy Stevens,TE,2.4
3931391,Trenton Irwin,WR,1.0
2979501,Nate Sudfeld,QB,-1.52
11394,Josh Johnson,QB,0.0
3914534,Jeremy Cox,RB,0.0
3115330,Josh Malone,WR,4.8
3609,Josh McCown,QB,0.0
2971281,Pharaoh Brown,TE,35.3
16899,Quincy Enunwa,WR,0.0
3039725,Ryan Switzer,WR,0.0
3933568,Davion Davis,WR,0.0
2978929,Corey Coleman,WR,0.0
3122143,Cullen Gillaspia,RB,1.1
13940,James Develin,RB,0.0
14193,Jacquizz Rodgers,RB,0.0
3039723,T.J. Logan,RB,0.0
3046401,Keith Kirkwood,WR,1.8
2576179,Matt LaCosse,TE,0.0
16020,Spencer Ware,RB,0.0
2977665,Chad Kelly,QB,0.0
14028,Stevan Ridley,RB,0.0
11439,Pierre Garcon,WR,0.0
14145,Charles Clay,TE,0.0
3917846,Mark Walton,RB,0.0
4374496,DeMichael Harris,WR,17.5
3915145,Kirk Merritt,WR,0.0
4039253,Trevon Wesco,TE,1.0
2980077,Jonathan Williams,RB,2.6
2515962,DeAndrew White,WR,0.0
2971888,Kenneth Dixon,RB,0.0
3915381,John Kelly,RB,0.0
3042435,Kevin White,WR,0.0
3886636,Alex Barnes,RB,0.0
3059760,Taywan Taylor,WR,0.0
4039274,Jonathan Ward,RB,7.6
4035020,Charlie Woerner,TE,5.1
8627,Derek Anderson,QB,0.0
3126263,Charles Jones,TE,0.0
4362878,Scottie Phillips,RB,2.1
16921,Alfred Blue,RB,0.0
16366,Zach Line,RB,0.0
3125107,Andrew Beck,TE,0.0
15478,Brandon Bolden,RB,0.0
17348,Xavier Grimble,TE,0.0
2575408,Rob Kelley,RB,0.0
2521161,Zach Zenner,RB,0.0
3915230,C.J. Conrad,TE,0.0
2512197,Rod Smith,RB,0.0
4035671,Tyler Huntley,QB,2.9
17223,Roosevelt Nix,RB,0.0
3118906,John Lovett,RB,0.6
15973,Tommy Bohanon,RB,0.0
2980378,Cody Core,WR,0.0
14902,Orson Charles,TE,0.0
3932935,Deontay Burnett,WR,3.4
3050481,Tanner Hudson,TE,5.6
16995,Bennie Fowler,WR,2.1
3895857,Damion Ratley,WR,8.3
3122818,Tommy Sweeney,TE,0.0
2978244,Ricky Ortiz,RB,0.0
2515759,J.J. Nelson,WR,0.0
2582424,Jake Rudock,QB,0.0
11128,Matt Moore,QB,0.0
2577253,Javorius Allen,RB,0.0
3915115,Jordan Scarlett,RB,0.0
17284,Charcandrick West,RB,0.0
3705353,Rodney Anderson,RB,0.0
3052096,Johnny Mundt,TE,7.3
3046705,Tyrone Swoopes,TE,0.0
14894,Robert Turbin,RB,0.0
4420894,Christian Wade,RB,0.0
2980197,Darius Jackson,RB,0.0
16172,Jaron Brown,WR,0.0
16969,Kapri Bibbs,RB,0.0
4035426,Stephen Sullivan,TE,0.0
4048717,Rico Gafford,WR,0.0
4069806,Jason Moore,WR,0.0
3948283,Stephen Carlson,TE,1.6
4035014,Isaac Nauta,RB,0.8
4239083,Mike Warren,RB,0.0
3916071,Gary Jennings,WR,0.0
2974365,Danny Vitale,RB,0.0
2977881,Paxton Lynch,QB,0.0
11247,Jonathan Stewart,RB,0.0
3917166,Omar Bayless,WR,0.0
3115315,Duke Williams,WR,0.0
4049301,Anthony Johnson,WR,0.0
3914240,Tyler Davis,TE,0.0
15403,Derek Carrier,TE,1.9
2577245,Tre Madden,RB,0.0
16803,Jeremy Hill,RB,0.0
3052061,Luke Falk,QB,0.0
3924318,Emanuel Hall,WR,0.0
12601,Mike Wallace,WR,0.0
3066052,Chad Williams,WR,0.0
3051381,Mike White,QB,0.0
15003,Rhett Ellison,TE,0.0
3052449,Dalyn Dawkins,RB,0.0
3120659,Daurice Fountain,WR,3.3
3052450,Danny Etling,QB,0.0
2511109,Trevor Siemian,QB,0.0
2574918,Tommylee Lewis,WR,2.4
3039794,James Looney,TE,0.0
16055,Benny Cunningham,RB,0.0
3043097,Cameron Artis-Payne,RB,0.0
14032,Torrey Smith,WR,0.0
3886841,Tony Brooks-James,RB,0.4
4038539,Sewo Olonilua,RB,0.0
16252,Tyler Bray,QB,0.72
3116144,Clayton Thorson,QB,0.0
3932936,Caleb Wilson,TE,0.0
3917812,Nathan Cottrell,RB,0.0
16793,Cody Latimer,WR,0.0
2514123,Marcus Murphy,RB,0.0
4421446,Craig Reynolds,RB,1.2
3915575,Kelvin McKnight,WR,0.0
3048924,David Williams,RB,0.0
16880,TJ Jones,WR,0.0
14901,Dwayne Allen,TE,0.0
13228,Jermaine Gresham,TE,0.0
15351,Derrick Coleman,RB,0.0
2981212,Shane Smith,RB,0.0
2970262,J.P. Holtz,TE,0.0
15952,Mike Gillislee,RB,0.0
10487,Drew Stanton,QB,0.0
2968204,Cole Hikutini,TE,0.0
12576,Brandon LaFell,WR,0.0
2971589,Paul Perkins,RB,0.0
3128843,Alex McGough,QB,0.0
2980120,Colin Thompson,TE,7.2
16994,David Fluellen,RB,0.0
3046320,Marcell Ateman,WR,0.0
2515416,Jeremy Langford,RB,0.0
3915536,Mike Weber,RB,0.0
3056577,Da'Mari Scott,WR,0.0
3052600,Davis Webb,QB,0.0
3929927,Karan Higdon,RB,0.0
2972240,Jason Croom,TE,6.8
3895789,Quadree Henderson,WR,0.0
2577243,Cody Kessler,QB,0.0
15428,Jermaine Kearse,WR,0.0
2971397,Fred Brown,WR,0.0
3041097,Tanner Lee,QB,0.0
14908,Michael Floyd,WR,0.0
14918,Jarius Wright,WR,0.0
3125232,Nick Bawden,RB,0.0
3052662,Keith Ford,RB,0.0
16821,David Fales,QB,0.0
15693,Alex Tanney,QB,0.0
3115359,Daniel Helm,TE,0.0
3916129,Isaiah Zuber,WR,6.0
4241723,Damion Willis,WR,0.0
3049872,Kyle Lauletta,QB,0.0
3060919,Wes Hills,RB,0.0
3936647,Ross Travis,TE,0.0
2975863,Eric Saubert,TE,3.1
3699902,Stanley Morgan,WR,0.0
13484,Joe Webb III,WR,0.0
2972283,Tra Carson,RB,0.0
15974,Dion Sims,TE,0.0
17091,Erik Swoope,TE,0.0
4081127,Antony Auclair,TE,0.0
2983209,Chester Rogers,WR,0.0
3115443,Cody Hollister,WR,1.7
2972092,Kyle Sloter,QB,0.0
3040146,Akrum Wadley,RB,0.0
15878,Terrance Williams,WR,0.0
3919104,Kerrith Whyte,RB,0.0
16227,Russell Shepard,WR,0.0
2982761,Andy Jones,WR,0.0
3120980,Keelan Doss,WR,0.0
4043161,Antoine Wesley,WR,0.0
15555,Josh Bellamy,WR,0.0
4002672,Moritz Bohringer,TE,0.0
3126997,Tom Kennedy,WR,0.0
2578377,Josh Perkins,TE,0.0
4035102,Damarea Crockett,RB,0.0
14403,Andre Holmes,WR,0.0
3884368,James Williams,RB,0.0
3045380,Bobo Wilson,WR,0.0
2513770,Neal Sterling,TE,0.0
12570,Darrius Heyward-Bey,WR,0.0
4217370,Cyril Grayson,WR,0.0
14156,Niles Paul,TE,0.0
3930900,Ben Ellefson,TE,1.5
2971289,Byron Marshall,RB,0.0
3051387,Marcus Baugh,TE,0.7
3045118,Jordan Leggett,TE,0.0
3121583,Roc Thomas,RB,0.0
4036129,Dominique Dafney,TE,9.6
4040792,Jaleel Scott,WR,2.1
15457,Travaris Cadet,RB,0.0
2520698,Cameron Meredith,WR,0.0
14100,Dwayne Harris,WR,-2.0
2576804,Nick O'Leary,TE,0.0
15204,Garrett Celek,TE,0.0
12550,John Phillips,TE,0.0
3116563,Shaun Wilson,RB,0.0
3126075,Spencer Schnell,WR,0.0
15855,Christine Michael,RB,0.0
3917849,Lawrence Cager,WR,4.5
3128317,Juwann Winfree,WR,0.0
3918026,Devante Mays,RB,0.0
3057863,Jason Vander Laan,TE,0.0
2990959,Rico Gathers,TE,0.0
3139591,Quinton Flowers,RB,0.0
3925348,Hale Hentges,TE,0.0
15896,Brice Butler,WR,0.0
2970038,David Grinnage,TE,0.0
2567213,Hakeem Valles,TE,0.0
14007,Lance Kendricks,TE,0.0
13726,Logan Paulsen,TE,0.0
3043216,Justin Davis,RB,0.0
4411192,Brandon Dillon,TE,1.1
2586703,Tevin Jones,WR,0.0
3054970,Chris Thompson,WR,0.0
2977629,Amara Darboh,WR,0.0
4249496,Alexander Hollins,WR,0.0
2969241,Ben Braunecker,TE,0.0
2971426,Sean Culkin,TE,0.0
3066147,Jawill Davis,WR,0.0
3129455,Donnie Ernsberger,TE,0.0
3051711,Matt Dayes,RB,0.0
2971280,Evan Baylis,TE,0.0
2508328,Brian Parker,TE,0.0
17391,Scott Simonson,TE,0.0
3928461,De'Lance Turner,RB,0.0
3930097,Farrod Green,TE,0.0
3117131,Detrez Newsome,RB,0.0
14914,Brian Quick,WR,0.0
2566659,Seth DeValve,TE,0.0
4329491,Jalen Tolliver,WR,0.0
3039968,Ishmael Hyman,WR,0.0
2977631,Jehu Chesson,WR,0.0
3919510,Alex Bachman,WR,0.0
16763,Jordan Matthews,WR,0.0
3124079,Cam Phillips,WR,0.0
3046413,A.J. Derby,TE,0.0
2576389,Jeff Heuerman,TE,0.0
2515934,Corey Grant,RB,0.0
2586700,Alan Cross,TE,0.0
17169,Ryan Hewitt,TE,0.0
2577731,Alex Ellis,TE,0.0
2574549,Sammie Coates Jr.,WR,0.0
2971023,Ricardo Louis,WR,0.0
3122839,Artavis Scott,WR,0.0
3915296,Michael Walker,WR,0.0
3059918,Rodney Adams,WR,0.0
3134314,Austin Roberts,TE,0.0
3929855,Chris Warren,RB,0.0
14151,Jeremy Kerley,WR,0.0
2982151,Cole Wick,TE,0.0
14583,Kamar Aiken,WR,0.0
2516316,Malcolm Johnson,RB,0.0
2577692,Brandon Wilds,RB,0.0
3052576,Dylan Cantrell,WR,0.0
3932433,Alize Mack,TE,0.0
3940587,Jesper Horsted,TE,0.0
3951441,Codey McElroy,TE,0.0
2580052,David Morgan,TE,0.0
16345,Nick Williams,WR,0.0
2576165,Josh Ferguson,RB,0.0
4037235,Greg Dortch,WR,0.0
2512593,Clive Walford,TE,0.0
2579846,Ben Koyack,TE,0.0
15845,Justin Hunter,WR,0.0
15873,Markus Wheaton,WR,0.0
14164,Aldrick Robinson,WR,0.0
3915403,Tim White,WR,0.0
3049329,Rashard Davis,WR,0.0
2577808,Darius Jennings,WR,0.0
3042417,Shelton Gibson,WR,0.0
3048680,Taquan Mizzell,WR,0.0
3047504,Andre Patton,WR,0.0
2476373,Jerome Cunningham,TE,0.0
3047488,Matt Flanagan,TE,0.0
2987440,Garrett Griffin,TE,0.0
2470916,Matt Lengel,TE,0.0
3040499,Johnny Stanton,RB,0.0
2468368,Gabe Holmes,TE,0.0
2982804,Leonte Carroo,WR,0.0
2518678,Justin Hardy,WR,0.0
4038938,Dillon Mitchell,WR,0.0
3056476,Victor Bolden Jr.,WR,0.0
2576868,Maurice Harris,WR,0.0
3144062,Khari Lee,TE,0.0
2576643,Eli Rogers,WR,0.0
15102,Rishard Matthews,WR,0.0
3930901,Bruce Anderson,RB,0.0
2573343,Trevor Davis,WR,0.0
3119471,Emmanuel Butler,WR,0.0
3122103,Kendall Blanton,TE,0.0
15391,Rod Streater,WR,0.0
3122430,Chris Lacy,WR,0.0
3053760,Jeff Badet,WR,0.0
3059945,Michael Roberts,TE,0.0
3128439,Jordan Franks,TE,0.0
3138744,Chris Myarick,TE,0.0
16845,Ryan Grant,WR,0.0
3045164,Jester Weah,WR,0.0
4198679,Krishawn Hogan,WR,0.0
3915821,Tony Brown,WR,0.0
2513030,Geremy Davis,WR,0.0
3042373,Robert Davis,WR,0.0
3056906,Johnny Holton,WR,0.0
2576785,Rashad Greene,WR,0.0
2970457,Keenan Reynolds,WR,0.0
3134302,Jordan Lasley,WR,0.0
4040640,Darius Bradwell,RB,0.0
3124964,Marcus Green,WR,0.0
3894883,Isaac Whitney,WR,0.0
2980061,Keon Hatcher,WR,0.0
4046676,Tony Jones Jr.,RB,1.3
2591718,Marken Michel,WR,0.0
3116680,Austin Proehl,WR,0.0
3051857,J'Mon Moore,WR,0.0
3115366,Malachi Dupre,WR,0.0
2977874,Mose Frazier,WR,0.0
2980238,Alonzo Russell,WR,0.0
16946,Bruce Ellington,WR,0.0
2577645,Bradley Marquez,WR,0.0
3047490,Janarion Grant,WR,0.0
3049249,Lance Lenoir Jr.,WR,0.0
17205,Freddie Martino,WR,0.0
2576498,Charone Peake,WR,0.0
3051650,Darvin Kidsy,WR,0.0
2988624,Riley McCarron,WR,0.0
15503,Deonte Thompson,WR,0.0
3051923,Stacy Coley,WR,0.0
3910176,Kristian Wilkerson,WR,0.0
3128251,Simmie Cobbs Jr.,WR,0.0
3895835,Jake Bargas,RB,0.0
3127313,Tristan Vizcaino,K,12.0
3049290,Kevin Rader,TE,0.0
4040629,Antonio Williams,RB,20.8
3121378,Matt Sokol,TE,0.0
3125999,Nate Becker,TE,0.0
4041703,Matthew Cole,WR,0.0
4052137,Chris Rowland,WR,0.0
