id,name,position,team,total_points,projected_total_points,rank
16460,Adam Thielen,WR,MIN,99.4,3.09,61
3128721,Sony Michel,RB,NE,146.6,9.72,28
16737,Mike Evans,WR,TB,199.2,0.0,12
17359,Damien Williams,RB,KC,126.1,12.19,35
12514,LeSean McCoy,RB,KC,104.6,5.15,42
3043275,Austin Hooper,TE,ATL,154.2,11.53,6
3916387,Lamar Jackson,QB,BAL,415.68,0.0,1
3055899,Harrison Butker,K,KC,162.0,10.59,1
16804,John Brown,WR,BUF,183.82,0.0,20
3116385,Joe Mixon,RB,CIN,207.9,15.54,13
3120348,JuJu Smith-Schuster,WR,PIT,92.2,6.88,66
3125404,Jacob Hollister,TE,SEA,73.4,7.39,23
-16009,Packers D/ST,D/ST,GB,109.0,146.63,17
-16012,Chiefs D/ST,D/ST,KC,143.0,151.14,8
3916148,Tony Pollard,RB,DAL,81.7,4.55,51
4361606,Darwin Thompson,RB,KC,27.6,3.38,89
3921564,Auden Tate,WR,CIN,81.5,0.0,71
3121410,Parris Campbell,WR,IND,29.1,0.0,130
3054850,Alvin Kamara,RB,NO,208.02,15.62,12
2977187,Cooper Kupp,WR,LAR,223.5,9.04,4
3043078,Derrick Henry,RB,TEN,285.6,18.03,3
3051876,Evan Engram,TE,NYG,87.4,0.0,18
3042519,Aaron Jones,RB,GB,290.3,17.56,2
11237,Matt Ryan,QB,ATL,267.34,18.1,11
3116165,Chris Godwin,WR,TB,233.1,0.0,2
13295,Emmanuel Sanders,WR,SF,157.3,10.97,33
3122672,Royce Freeman,RB,DEN,120.7,7.25,39
3128429,Courtland Sutton,WR,DEN,186.42,13.09,19
2980453,Jamaal Williams,RB,GB,126.8,0.0,34
2580,Drew Brees,QB,NO,224.76,20.13,21
-16023,Steelers D/ST,D/ST,PIT,199.0,155.94,2
-16020,Jets D/ST,D/ST,NYJ,146.0,136.29,7
11122,Matt Prater,K,DET,128.0,6.91,8
4527,Jason Witten,TE,DAL,108.4,7.18,12
15966,Chris Thompson,RB,WSH,72.6,8.38,55
4044452,Kaden Smith,TE,NYG,60.3,7.93,36
3045147,James Conner,RB,PIT,128.5,0.0,33
2976212,Stefon Diggs,WR,MIN,180.6,3.79,21
16731,Brandin Cooks,WR,LAR,96.5,8.39,62
2330,Tom Brady,QB,NE,263.68,18.94,12
13981,Mark Ingram II,RB,BAL,229.5,0.0,8
15072,Marvin Jones Jr.,WR,DET,162.9,0.0,27
2976592,Sterling Shepard,WR,NYG,113.3,11.1,50
2979477,Tevin Coleman,RB,SF,124.9,5.38,36
3046439,Hunter Henry,TE,LAC,122.7,9.14,9
3121427,Curtis Samuel,WR,CAR,144.7,9.88,36
-16018,Saints D/ST,D/ST,NO,141.0,131.2,10
15920,Latavius Murray,RB,NO,140.2,8.46,29
14922,Mohamed Sanu Sr.,WR,NE,94.6,7.5,63
3918639,Gerald Everett,TE,LAR,71.3,3.45,26
3124084,Joey Slye,K,CAR,123.0,6.43,11
-16005,Browns D/ST,D/ST,CLE,91.0,131.03,23
14876,Ryan Tannehill,QB,TEN,224.18,18.24,22
3117251,Christian McCaffrey,RB,CAR,413.2,22.55,1
3040151,George Kittle,TE,SF,180.0,16.19,2
3892889,Dede Westbrook,WR,JAX,123.7,8.42,45
3045144,Tyler Boyd,WR,CIN,177.9,10.76,23
3052117,Phillip Lindsay,RB,DEN,180.2,12.81,19
3116365,Mark Andrews,TE,BAL,175.2,0.0,4
4047650,DK Metcalf,WR,SEA,158.1,8.97,32
3066158,Tarik Cohen,RB,CHI,124.4,9.49,37
3049916,Matt Breida,RB,SF,93.8,3.68,45
3918298,Josh Allen,QB,BUF,288.56,0.88,6
2978109,Zach Pascal,WR,IND,114.8,6.45,49
15705,Josh Gordon,WR,SEA,60.2,0.0,89
11923,Stephen Hauschka,K,BUF,101.0,6.13,22
8664,Ryan Fitzpatrick,QB,MIA,241.46,14.33,17
3045523,Kendrick Bourne,WR,SF,82.8,5.87,70
3040035,Greg Ward Jr.,WR,PHI,45.9,10.07,102
-16011,Colts D/ST,D/ST,IND,129.0,133.55,13
15795,DeAndre Hopkins,WR,HOU,216.54,0.0,5
2977644,Todd Gurley II,RB,LAR,203.9,15.77,14
3116593,Dalvin Cook,RB,MIN,265.9,0.0,5
3917315,Kyler Murray,QB,ARI,285.28,17.38,8
16504,Jack Doyle,TE,IND,90.3,6.57,17
14053,Randall Cobb,WR,DAL,127.4,8.4,44
3115394,DJ Chark Jr.,WR,JAX,189.3,10.8,16
3052177,John Ross III,WR,CIN,81.0,8.32,72
-16025,49ers D/ST,D/ST,SF,182.0,142.85,3
3050487,Anthony Miller,WR,CHI,101.5,8.92,58
2969962,Duke Johnson,RB,HOU,132.0,3.27,32
2972460,Breshad Perriman,WR,TB,120.1,11.41,48
3071572,Keelan Cole,WR,JAX,66.7,5.01,86
14322,Dan Bailey,K,MIN,130.0,6.62,7
3051439,Boston Scott,RB,PHI,84.9,8.21,49
3043080,O.J. Howard,TE,TB,66.9,8.96,29
2576336,Ameer Abdullah,RB,MIN,31.8,8.59,83
3128720,Nick Chubb,RB,CLE,237.2,16.18,7
3115364,Leonard Fournette,RB,JAX,221.4,0.0,9
14924,T.Y. Hilton,WR,IND,102.6,10.71,57
15847,Travis Kelce,TE,KC,205.8,14.14,1
16725,Sammy Watkins,WR,KC,112.5,8.45,51
3925357,Calvin Ridley,WR,ATL,165.5,0.0,25
13217,Golden Tate,WR,NYG,127.7,8.7,43
16016,Kenny Stills,WR,HOU,100.1,5.49,60
3912550,Ronald Jones II,RB,TB,150.8,10.47,26
12483,Matthew Stafford,QB,DET,166.56,0.0,29
3135321,Hunter Renfrow,WR,OAK,109.0,8.63,55
3116164,Mike Gesicki,TE,MIA,110.5,8.31,11
2970090,Trey Edmunds,RB,PIT,17.0,0.0,98
3125403,Brian Hill,RB,ATL,62.2,4.12,60
4249087,Matt Gay,K,TB,137.0,7.85,4
-16028,Washington D/ST,D/ST,WSH,83.0,123.8,26
3115293,Kyle Allen,QB,CAR,177.48,0.06,28
2574630,Jeff Driskel,QB,DET,57.6,0.0,38
14881,Russell Wilson,QB,SEA,328.6,18.86,3
2508176,David Johnson,RB,ARI,123.5,3.83,38
12537,Jared Cook,TE,NO,146.0,9.35,7
14993,Greg Zuerlein,K,LAR,120.0,8.75,12
3059915,Kareem Hunt,RB,CLE,82.9,9.56,50
3116406,Tyreek Hill,WR,KC,159.3,13.54,30
-16017,Patriots D/ST,D/ST,NE,242.0,161.79,1
2979843,Kenyan Drake,RB,ARI,189.2,15.03,16
5528,Larry Fitzgerald,WR,ARI,139.9,9.07,37
2574808,Robby Anderson,WR,NYJ,136.3,9.01,39
3042778,Corey Davis,WR,TEN,93.6,6.95,64
8479,Frank Gore,RB,BUF,88.4,1.96,47
16143,Josh Hill,TE,NO,53.1,2.26,39
3128774,Kalen Ballage,RB,MIA,44.8,0.0,75
3843750,Derrius Guice,RB,WSH,53.9,0.0,66
2983209,Chester Rogers,WR,IND,37.7,0.0,112
15825,Le'Veon Bell,RB,NYJ,182.0,14.29,17
2576434,Melvin Gordon,RB,LAC,159.8,13.5,23
13982,Julio Jones,WR,ATL,224.6,16.4,3
3139605,Marlon Mack,RB,IND,174.3,14.01,20
3915416,DJ Moore,WR,CAR,187.0,0.0,18
5529,Philip Rivers,QB,LAC,235.5,13.51,18
13232,Jimmy Graham,TE,GB,81.7,6.33,21
3060022,Jordan Howard,RB,PHI,106.4,5.81,41
2576623,DeVante Parker,WR,MIA,210.2,10.31,7
2578533,Chris Conley,WR,JAX,133.0,7.95,42
4047646,A.J. Brown,WR,TEN,191.1,11.37,15
3821683,Austin Seibert,K,CLE,112.0,8.02,15
4040980,Irv Smith Jr.,TE,MIN,61.1,3.83,35
3052587,Baker Mayfield,QB,CLE,229.18,15.43,20
2969939,Jameis Winston,QB,TB,305.36,18.54,5
4035072,Benny Snell Jr.,RB,PIT,56.4,7.36,65
-16029,Panthers D/ST,D/ST,CAR,89.0,116.52,24
8439,Aaron Rodgers,QB,GB,278.38,18.99,9
4047365,Josh Jacobs,RB,OAK,181.6,0.0,18
15683,Justin Tucker,K,BAL,152.0,6.57,3
2576925,Darren Waller,TE,OAK,176.0,11.42,3
2587819,Tyrell Williams,WR,OAK,122.1,7.49,47
4035538,David Montgomery,RB,CHI,157.9,9.65,25
16790,Jarvis Landry,WR,CLE,195.9,12.14,13
4045163,Miles Sanders,RB,PHI,193.7,14.64,15
3045138,Mike Williams,WR,LAC,136.8,9.29,38
4036348,Michael Gallup,WR,DAL,179.7,10.71,22
10452,Adrian Peterson,RB,WSH,138.5,11.29,30
2577654,DeAndre Washington,RB,OAK,103.9,12.46,43
-16002,Bills D/ST,D/ST,BUF,148.0,133.47,6
2971618,Nelson Agholor,WR,PHI,74.5,0.0,77
3139033,Mike Boone,RB,MIN,48.5,10.8,70
-16026,Seahawks D/ST,D/ST,SEA,109.0,140.25,18
-16001,Falcons D/ST,D/ST,ATL,98.0,133.7,20
3051392,Ezekiel Elliott,RB,DAL,284.7,21.91,4
16733,Odell Beckham Jr.,WR,CLE,164.3,10.55,26
-16003,Bears D/ST,D/ST,CHI,114.0,140.83,15
2573079,Carson Wentz,QB,PHI,275.86,20.59,10
16799,Allen Robinson II,WR,CHI,205.9,12.25,11
10475,Greg Olsen,TE,SEA,97.7,6.19,13
2576716,Jamison Crowder,WR,NYJ,158.7,9.42,31
3052876,Will Fuller V,WR,HOU,109.5,0.0,54
3139925,Rashaad Penny,RB,SEA,71.3,0.0,56
16777,Carlos Hyde,RB,HOU,148.2,2.67,27
3051902,Peyton Barber,RB,TB,108.5,6.44,40
3039707,Mitchell Trubisky,QB,CHI,202.82,14.71,26
2572861,J.D. McKissic,RB,DET,66.8,2.08,57
16763,Jordan Matthews,WR,SF,5.3,0.0,176
17177,Allen Hurns,WR,MIA,67.6,0.0,84
5557,Ben Watson,TE,NE,25.8,3.23,56
3123052,Michael Badgley,K,LAC,61.0,7.65,31
3929630,Saquon Barkley,RB,NYG,218.1,16.99,10
2976499,Amari Cooper,WR,DAL,207.0,12.87,9
3916925,Kerryon Johnson,RB,DET,80.0,9.94,53
2985659,Wil Lutz,K,NO,159.0,8.83,2
15880,Robert Woods,WR,LAR,187.9,13.19,17
-16030,Jaguars D/ST,D/ST,JAX,97.0,123.54,21
15853,Vance McDonald,TE,PIT,64.5,4.72,32
3046779,Jared Goff,QB,LAR,247.52,17.33,13
4241372,Marquise Brown,WR,BAL,123.4,0.0,46
3126486,Deebo Samuel,WR,SF,160.6,10.85,29
17258,Willie Snead IV,WR,BAL,79.6,2.98,73
2573300,Jay Ajayi,RB,PHI,3.0,0.0,132
3916430,Nyheim Hines,RB,IND,95.9,5.72,44
3128390,Allen Lazard,WR,GB,85.3,5.56,68
3121023,Dallas Goedert,TE,PHI,115.7,13.85,10
3115913,Geronimo Allison,WR,GB,58.4,4.13,90
17372,Chris Boswell,K,PIT,124.0,5.39,10
2972091,Jalen Richard,RB,OAK,64.8,7.49,58
12649,Julian Edelman,WR,NE,206.28,13.17,10
3122840,Deshaun Watson,QB,HOU,320.48,0.07,4
2974858,Kenny Golladay,WR,DET,215.5,11.47,6
3068267,Austin Ekeler,RB,LAC,263.0,12.87,6
4048244,Alexander Mattison,RB,MIN,63.4,0.0,59
15971,Rex Burkhead,RB,NE,87.6,9.29,48
3043234,Zane Gonzalez,K,ARI,132.0,7.35,6
2577327,Tyler Lockett,WR,SEA,194.2,11.79,14
14880,Kirk Cousins,QB,MIN,244.42,0.05,15
-16033,Ravens D/ST,D/ST,BAL,170.0,135.98,4
3115378,Russell Gage,WR,ATL,74.3,8.12,78
14054,Kyle Rudolph,TE,MIN,94.2,2.14,14
3122449,James Washington,WR,PIT,111.5,7.82,52
2971573,Ka'imi Fairbairn,K,HOU,105.0,7.23,19
3127211,Patrick Laird,RB,MIA,56.7,8.78,64
3123944,Qadree Ollison,RB,ATL,30.2,1.51,85
14129,Bilal Powell,RB,NYJ,29.7,3.42,86
2976316,Michael Thomas,WR,NO,300.1,20.25,1
16800,Davante Adams,WR,GB,171.2,14.8,24
16944,Devonta Freeman,RB,ATL,168.1,12.2,21
4040761,Devin Singletary,RB,BUF,133.4,0.0,31
4036133,T.J. Hockenson,TE,DET,64.7,0.0,31
4036131,Noah Fant,TE,DEN,91.0,5.78,16
15349,Cole Beasley,WR,BUF,151.3,0.0,34
3116136,Justin Jackson,RB,LAC,26.7,1.03,90
13216,Demaryius Thomas,WR,NYJ,67.3,0.0,85
16760,Jimmy Garoppolo,QB,SF,247.32,17.97,14
15788,Tyler Eifert,TE,CIN,85.1,6.31,20
3043116,Demarcus Robinson,WR,KC,84.9,4.03,69
2579604,Phillip Dorsett II,WR,NE,86.3,1.65,67
-16006,Cowboys D/ST,D/ST,DAL,112.0,138.56,16
16757,Derek Carr,QB,OAK,244.36,13.58,16
2576414,Raheem Mostert,RB,SF,158.2,11.58,24
16339,Brandon McManus,K,DEN,125.0,7.66,9
3139477,Patrick Mahomes,QB,KC,287.04,20.16,7
3919596,Chris Carson,RB,SEA,214.1,0.0,11
15818,Keenan Allen,WR,LAC,209.5,11.57,8
15835,Zach Ertz,TE,PHI,171.6,0.0,5
16913,James White,RB,NE,164.2,10.5,22
2577417,Dak Prescott,QB,DAL,337.78,20.97,2
3895856,Christian Kirk,WR,ARI,134.2,9.59,40
3121422,Terry McLaurin,WR,WSH,162.9,0.0,28
3916945,Darius Slayton,WR,NYG,146.0,10.94,35
11674,Danny Amendola,WR,DET,109.56,7.49,53
3932905,Diontae Johnson,WR,PIT,133.6,8.13,41
2573401,Tyler Higbee,TE,LAR,125.9,10.67,8
9354,Robbie Gould,K,SF,108.0,8.67,18
-16027,Buccaneers D/ST,D/ST,TB,141.0,138.57,11
-16007,Broncos D/ST,D/ST,DEN,103.0,142.24,19
-16016,Vikings D/ST,D/ST,MIN,149.0,132.57,5
-16014,Rams D/ST,D/ST,LAR,143.0,137.7,9
14912,Alshon Jeffery,WR,PHI,100.7,0.0,59
3049899,Younghoe Koo,K,ATL,90.0,8.0,25
-16021,Eagles D/ST,D/ST,PHI,126.0,137.08,14
2578570,Jacoby Brissett,QB,IND,217.18,17.14,23
2998120,Josh Lambo,K,JAX,133.0,8.56,5
13983,A.J. Green,WR,CIN,0.0,0.0,214
3917792,Daniel Jones,QB,NYG,214.98,18.59,24
3116721,Jaylen Samuels,RB,PIT,80.9,7.47,52
-16024,Chargers D/ST,D/ST,LAC,95.0,132.73,22
13934,Antonio Brown,WR,None,14.1,180.72,149
-16010,Titans D/ST,D/ST,TEN,139.0,124.52,12
10636,Mason Crosby,K,GB,113.0,6.36,13
16486,Brett Maher,K,DAL,95.0,22.37,24
2473037,Jason Myers,K,SEA,112.0,8.54,16
3126367,Bo Scarbrough,RB,DET,42.7,4.74,77
14816,Kai Forbath,K,DAL,53.0,9.36,33
10456,Marshawn Lynch,RB,SEA,9.4,7.67,112
16732,Eric Ebron,TE,IND,71.0,0.0,27
9761,Delanie Walker,TE,TEN,44.0,0.0,42
13994,Cam Newton,QB,CAR,16.68,0.0,51
3051738,Marquez Valdes-Scantling,WR,GB,71.1,1.49,79
3123076,David Njoku,TE,CLE,12.6,0.0,82
3912547,Sam Darnold,QB,NYJ,189.16,13.88,27
3051926,Gus Edwards,RB,BAL,89.1,10.69,46
4038524,Gardner Minshew II,QB,JAX,229.24,16.6,19
3050478,Jake Elliott,K,PHI,104.0,6.79,20
11283,DeSean Jackson,WR,PHI,32.4,0.0,124
-16034,Texans D/ST,D/ST,HOU,86.0,129.33,25
2980077,Jonathan Williams,RB,IND,37.9,4.43,80
4035004,Mecole Hardman,WR,KC,106.5,1.88,56
15773,Darren Fells,TE,HOU,93.1,2.14,15
14198,Dion Lewis,RB,TEN,53.8,4.24,67
4039359,Darrell Henderson Jr.,RB,LAR,20.4,0.0,96
9704,Stephen Gostkowski,K,NE,32.0,0.0,36
3924327,Drew Lock,QB,DEN,68.0,16.54,37
3127306,Dante Pettis,WR,SF,29.04,0.0,131
1097,Adam Vinatieri,K,IND,72.0,0.0,29
4047839,N'Keal Harry,WR,NE,33.4,7.08,123
3915823,Keke Coutee,WR,HOU,41.8,7.43,106
4037457,Travis Homer,RB,SEA,22.5,8.0,95
10621,Nick Folk,K,NE,57.0,8.58,32
5536,Ben Roethlisberger,QB,PIT,12.74,0.0,53
3923397,Ryquell Armstead,RB,JAX,44.2,11.41,76
3054212,Jonnu Smith,TE,TEN,87.2,6.09,19
2576491,Adam Humphries,WR,TEN,68.0,0.0,82
3150744,Chase McLaughlin,K,IND,86.0,7.49,27
15887,Ryan Griffin,TE,NYJ,81.0,0.0,22
16974,Trey Burton,TE,CHI,15.4,0.0,75
3915411,Ty Johnson,RB,DET,48.2,2.69,71
3917960,Steven Sims Jr.,WR,WSH,92.5,9.93,65
3119195,Chase Edmonds,RB,ARI,76.8,0.0,54
15826,Giovani Bernard,RB,CIN,53.4,4.19,68
14877,Nick Foles,QB,JAX,37.74,0.06,43
16791,Donte Moncrief,WR,CAR,3.8,0.0,189
-16013,Raiders D/ST,D/ST,OAK,73.0,123.94,28
-16008,Lions D/ST,D/ST,DET,58.0,125.44,29
4038441,Justice Hill,RB,BAL,45.5,7.97,73
3127292,Will Dissly,TE,SEA,62.4,0.0,33
14886,Lamar Miller,RB,HOU,0.0,0.0,154
10453,Ted Ginn Jr.,WR,NO,70.9,4.84,80
17437,Taylor Gabriel,WR,CHI,75.8,0.0,74
14012,Andy Dalton,QB,CIN,203.16,14.3,25
4333,Matt Bryant,K,None,43.0,58.66,34
2570986,Malcolm Brown,RB,LAR,58.1,4.5,62
3116407,Mason Rudolph,QB,PIT,108.8,0.0,30
-16019,Giants D/ST,D/ST,NYG,77.0,122.1,27
17051,Albert Wilson,WR,MIA,67.9,7.5,83
16728,Teddy Bridgewater,QB,NO,90.46,0.07,33
16781,Paul Richardson Jr.,WR,WSH,50.5,0.0,96
5526,Eli Manning,QB,NYG,54.38,0.08,40
15860,Jordan Reed,TE,WSH,0.0,0.0,118
3915399,Preston Williams,WR,MIA,74.8,0.0,75
2977609,Devin Funchess,WR,IND,4.7,0.0,179
3057987,DaeSean Hamilton,WR,DEN,49.7,6.09,98
3115375,Darrel Williams,RB,KC,60.3,0.0,61
14874,Andrew Luck,QB,None,0.0,0.0,66
3123050,Chris Herndon,TE,NYJ,1.2,0.0,110
4040616,Dwayne Haskins Jr.,QB,WSH,76.7,0.0,36
13229,Rob Gronkowski,TE,None,0.0,0.0,119
3045127,Wayne Gallman,RB,NYG,42.7,0.0,78
3068939,Aldrick Rosas,K,NYG,67.0,5.89,30
3930086,Dawson Knox,TE,BUF,65.7,0.0,30
17453,Cameron Brate,TE,TB,73.1,6.82,24
16782,Jerick McKinnon,RB,SF,0.0,0.0,155
3118892,Justin Watson,WR,TB,35.4,9.16,117
-16022,Cardinals D/ST,D/ST,ARI,48.0,129.7,31
3925347,Damien Harris,RB,NE,1.2,0.0,140
3115306,Josh Reynolds,WR,LAR,51.4,3.74,94
3914328,Andy Isabella,WR,ARI,30.9,2.52,127
2971718,Marcus Johnson,WR,IND,48.2,5.17,101
4045305,Ian Thomas,TE,CAR,27.6,3.07,54
2577134,Ty Montgomery,RB,NYJ,25.8,2.77,92
3931397,J.J. Arcega-Whiteside,WR,PHI,27.9,5.86,136
2576980,Marcus Mariota,QB,TEN,85.02,0.07,34
3128451,Tre'Quan Smith,WR,NO,62.4,3.65,88
3123969,Ito Smith,RB,ATL,30.8,0.0,84
3120303,Ross Dwelley,TE,SF,28.6,1.02,53
3051909,Daniel Carlson,K,OAK,90.0,5.04,26
2977800,Alex Erickson,WR,CIN,74.74,6.49,76
3124679,Jason Sanders,K,MIA,108.6,6.13,17
3924365,Hayden Hurst,TE,BAL,61.9,4.9,34
2468609,Taysom Hill,QB,NO,92.7,4.36,32
15965,Dustin Hopkins,K,WSH,103.0,8.69,21
3051891,Jordan Wilkins,RB,IND,50.5,0.0,69
15168,Case Keenum,QB,WSH,103.48,14.98,31
14875,Robert Griffin III,QB,BAL,16.0,10.26,52
3931398,Bryce Love,RB,WSH,0.0,0.0,156
4034949,Eddy Pineiro,K,CHI,98.0,6.05,23
15839,Marquise Goodwin,WR,SF,32.1,0.0,125
3916433,Jakobi Meyers,WR,NE,48.9,2.68,100
3127051,Devlin Hodges,QB,PIT,51.32,11.25,41
3917940,Hakeem Butler,WR,ARI,0.0,0.0,215
3932423,Miles Boykin,WR,BAL,44.3,4.01,103
3128452,Jordan Akins,TE,HOU,71.8,5.28,25
3917846,Mark Walton,RB,MIA,34.5,42.2,81
2983509,Dare Ogunbowale,RB,TB,57.8,4.58,63
3886818,Myles Gaskin,RB,MIA,27.9,0.0,88
3116188,David Blough,QB,DET,54.86,13.8,39
3059722,Zay Jones,WR,OAK,35.4,3.62,118
3115328,Jalen Hurd,WR,SF,0.0,0.0,216
9592,Vernon Davis,TE,WSH,23.3,0.0,62
3115252,Will Grier,QB,CAR,1.32,12.87,60
-16004,Bengals D/ST,D/ST,CIN,57.0,129.89,30
11252,Joe Flacco,QB,DEN,84.88,0.0,35
